,,,,,,,,,,,,,,,Root biomass (all)(g/m2),,,,,,fine root biomass(diameter<2 mm)(g/m2),,,,,,coarse root(diameter(2-10)) biomass(g/m2),,,,,,root respiration(umol CO2 m-2 s-1),,,,,,fine root nitrogen (%),,,,,, root carbon (g/m2),,,,,,root:shoot ratio,,,,,,fine root length(m m? 2),,,,,,specific  root length (m/g),,,,,,fine root C:N ratio,,,,,,fine root production (g m-2 y-1),,,,,,fine root turnover rate (y-1),,,,,,fine root diameter (mm),,,,,,fungal colonization (%),,,,,,fine root density (g/cm3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,30,,,1,,4.600 ,19.400 ,1.490 ,3.118 ,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,60,,,1,,22.000 ,19.400 ,11.172 ,3.118 ,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,100,,,1,,19.400 ,19.400 ,2.286 ,3.118 ,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"Brenner et al, 2005","Tanana River in interior Ala ska(64ø45?N, 148ø18'W)",forest Balsam poplar sites,>100,boreal climate,,269,-3.7 ,,100,NH4NO3,June.1998-June.2003,5,,,,,,,,,,,,,,,,,,,,,,,,,,1.907 ,1.681 ,0.169 ,0.113 ,3,3,41.413 (%),41.087 (%),2.542 ,3.389 ,3,3,,,,,,,,,,,,,,,,,,,21.81,24.56,1.143 ,3.360 ,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,forest White spruce sites,>200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.503 ,1.423 ,0.183 ,0.141 ,3,3,39.4565,41.087,1.977 ,1.129 ,3,3,,,,,,,,,,,,,,,,,,,26.58,29.13,2.009 ,2.754 ,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"Burton et al, 2004","Michigan(46ø52'N,88ø53'W)",hardwood forest,94,temperate climate,Spodosol,821,4.8 ,,30,NaNO3,1994-2001,7,,961.306 ,1104.660 ,89.831 ,134.892 ,3,3,,,,,,,,,,,,,5.18808 nmolCO2 g-1s-1,5.31207,0.883778925,0.663306177,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Michigan(45ø33'N,84ø51'W)",hardwood forest,88,,Spodosol,828,6.1 ,,30,NaNO3,1994-2001,7,,864.836 ,800.249 ,37.352 ,37.314 ,3,3,,,,,,,,,,,,,7.10406 nmolCO2 g-1s-1,7.67371,1.04759629,1.214011732,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Michigan(44ø23'N,85ø50'W)",hardwood forest,89,,Spodosol,856,6.9 ,,30,NaNO3,1994-2001,7,,837.595 ,742.726 ,82.482 ,89.838 ,3,3,,,,,,,,,,,,,5.64906 nmolCO2 g-1s-1,5.77364,0.717623291,0.717484727,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Michigan(43ø40'N,86ø09'W)",hardwood forest,93,,Spodosol,793,7.6 ,,30,NaNO3,1994-2001,7,,996.753 ,988.430 ,134.852 ,112.462 ,3,3,,,,,,,,,,,,,4.63936 nmolCO2 g-1s-1,4.54155,0.4970293,0.551987272,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"Burton et al, 2012"," Michigan, USA (46ø52'N, 88ø53'W)",hardwood forests,100,temperate climate,sandy Spodosol soils,874,6.2 ,9.85,11,NaNO3,1994-Aug. 2009,10.8,0-10,,,,,,,361.111 ,356.482 ,112.263 ,61.593 ,12,12,231.481 ,118.056 ,176.413 ,96.222 ,12,12,1.9420307,1.835749,0.713150298,0.722513611,12,12,3.700 ,3.261 ,0.416 ,0.364 ,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,10-30,,,,,,,236.111 ,226.852 ,51.347 ,70.366 ,12,12,386.574,333.333,208.487 ,208.490 ,12,12,0.5797106,0.4830919,0.315749638,0.245950689,12,12,3.102 ,2.496 ,0.304 ,0.272 ,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,30-50,,,,,,,129.630 ,125.000 ,36.747 ,46.064 ,12,12,206.019,240.741,160.374 ,264.619 ,12,12,,,,,,,2.878 ,2.240 ,0.262 ,0.287 ,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"Cheng et al, 2009","Manhattan, Kansas, USA (39ø05?N, 96ø35?W)",grassland,,subtropical climate,,,,2-12,88,ÿ(NH4)2SO4,ÿFe 2000-June 2000,0.33,,240.625 ,165.625 ,37.889 ,21.804 ,3,3,,,,,,,,,,,,,,,,,,,1.677 ,0.981 ,0.179 ,0.268 ,3 ,3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"Cleveland and Townsend,2006"," Costa Rica(8.72N, 83.62W)",tropical rain forest,,tropical climate,,5000,,,150,NH4NO3,2001-2004,3,,,,,,,,301.724 ,199.138 ,93.535 ,66.379 ,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"Cusack et al,2011","northeastern puerto(lat.+18.3ø,long.-65.8ø) lower elevations(260 masl)", tropical forest,,tropical climate, Ultisols,3500,23.0 ,3.6,50,NH4NO3,Jan.2002-2007,4.8,,,,,,,,370.000 ,590.000 ,121.244 ,86.603 ,3,3,,,,,,,,,,,,,1.468 ,1.106 ,0.058 ,0.029 ,3,3,164,263,1.732 ,3.464 ,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"northeastern puerto(lat.+18.3ø,long.-65.8ø) lower elevations(640 masl)", tropical forest,,, Ultisols,4300,21.0 ,3.60 ,50,NH4NO3,Jan.2002-2007,4.8,,,,,,,,570.000 ,940.000 ,103.923 ,138.564 ,3,3,,,,,,,,,,,,,1.343 ,1.231 ,0.018 ,0.024 ,3,3,268,478,0.693 ,0.173 ,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,"Deng et al,2010","Guangzhou, China (23ø20'N, 113ø30'E)",broad-leaved forest,1-2,tropical climate,,1750,21.5 ,,100,NH4NO3,April.2005-January 2008,2.75,,1158.910 ,898.501 ,68.520 ,59.933 ,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"Drake et al, 2008","Orange County, NC,USA (35ø58'N,79ø05'W)",loblolly pine plantation,,subtropical climate,,,,,112,NH4NO3,2005-2006,1,,,,,,,,,,,,,,,,,,,,0.1622541,0.193116,0.038924897,0.038924378,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"Gamper et al, 2004","Eschikon (35ø39'N,110ø06'E) north-east of Zurich",Lolium perenne,,subtropical climate,,,,low nigroten-140,560,NH4NO3,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.8072,60.3614,11.26889576,6.260497644,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Trifolium repens,,,,,,low nigroten-140,560,NH4NO3,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.3133,40.1205,9.390486658,6.886460806,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"Hasselquist et al,2012","northern Sweden (64ø10'N, 19ø45'E)",Scots pine forest,70,boreal climate,podsol,520,1.2 ,<5,20,NH4NO3,July.2006-July.2011,5,,,,,,,,117.78(pine),94.240 ,46.201 ,62.076 ,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,20,NH4NO3,July.2006-July.2011,5,,,,,,,,16.02(Ericaceous),10.830 ,7.495 ,4.079 ,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,100,NH4NO3,July.2006-July.2011,5,,,,,,,,115.23(pine),94.240 ,54.866 ,62.076 ,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,100,NH4NO3,July.2006-July.2011,5,,,,,,,,11.98(Ericaceous),10.830 ,3.731 ,4.079 ,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"He et al,2013","the  Inner  Mongolia  Grassland  Ecosystem  Research  Station of Chinese Academy of Science(43ø33'N, 116ø40'E)",steppe ecosystem,,temperate climate,dark  chestnut or loamy sand,345,1.1 ,,56,urea,May.2006-July.2012,6.33,0-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,234.4,25.5,45.3,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.9,228.2,64.5,24.7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,30-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.8,98.1,20.9,18.7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,50-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1,75.1,38.2,24.8,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
